일자|시간|구분,공급량
2019-02-04 17 A,1968.5248
2019-02-04 18 A,2173.2483
2019-02-04 19 A,2510.1206
2019-02-04 20 A,2616.901
2019-02-04 21 A,2549.8127
2019-02-04 22 A,2443.4912
2019-02-04 23 A,2371.4114
2019-02-04 24 A,2190.2175
2019-02-05 01 A,1974.1593
2019-02-05 02 A,1708.3093
2019-02-05 03 A,1587.0829
2019-02-05 04 A,1622.1361
2019-02-05 05 A,1823.105
2019-02-05 06 A,1945.989
2019-02-05 07 A,2201.8381
2019-02-05 08 A,2608.567
2019-02-05 09 A,2708.5652
2019-02-05 10 A,2627.9883
2019-02-05 11 A,2553.9253
2019-02-05 12 A,2348.2341
2019-02-05 13 A,2194.8313
2019-02-05 14 A,2054.3413
2019-02-05 15 A,1936.732
2019-02-05 16 A,1915.0106
2019-02-05 17 A,1966.0992
2019-02-05 18 A,2170.8228
2019-02-05 19 A,2507.695
2019-02-05 20 A,2614.4753
2019-02-05 21 A,2547.3872
2019-02-05 22 A,2441.0657
2019-02-05 23 A,2368.9858
2019-02-05 24 A,2187.792
2019-02-06 01 A,1968.9735
2019-02-06 02 A,1703.1235
2019-02-06 03 A,1592.5094
2019-02-06 04 A,1620.7311
2019-02-06 05 A,1821.26
2019-02-06 06 A,1963.8182
2019-02-06 07 A,2191.7656
2019-02-06 08 A,2598.4944
2019-02-06 09 A,2696.3318
2019-02-06 10 A,2618.2197
2019-02-06 11 A,2541.9688
2019-02-06 12 A,2331.5151
2019-02-06 13 A,2177.4673
2019-02-06 14 A,2041.8849
2019-02-06 15 A,1924.2732
2019-02-06 16 A,1902.5518
2019-02-06 17 A,1953.6404
2019-02-06 18 A,2158.3652
2019-02-06 19 A,2490.331
2019-02-06 20 A,2596.6465
2019-02-06 21 A,2531.6577
2019-02-06 22 A,2429.1814
2019-02-06 23 A,2357.1016
2019-02-06 24 A,2175.9077
2019-02-07 01 A,1959.8661
2019-02-07 02 A,1699.5267
2019-02-07 03 A,1641.9114
2019-02-07 04 A,1703.5154
2019-02-07 05 A,1880.0281
2019-02-07 06 A,2031.3661
2019-02-07 07 A,2299.3574
2019-02-07 08 A,2703.556
2019-02-07 09 A,2798.1836
2019-02-07 10 A,2681.7695
2019-02-07 11 A,2579.9534
2019-02-07 12 A,2402.672
2019-02-07 13 A,2257.526
2019-02-07 14 A,2088.6
2019-02-07 15 A,1924.0594
2019-02-07 16 A,1902.338
2019-02-07 17 A,1953.4266
2019-02-07 18 A,2180.063
2019-02-07 19 A,2490.6458
2019-02-07 20 A,2597.7874
2019-02-07 21 A,2532.6145
2019-02-07 22 A,2466.0146
2019-02-07 23 A,2375.035
2019-02-07 24 A,2205.5002
2019-02-08 01 A,2012.766
2019-02-08 02 A,1787.5575
2019-02-08 03 A,1679.7816
2019-02-08 04 A,1721.4601
2019-02-08 05 A,1879.2778
2019-02-08 06 A,2056.695
2019-02-08 07 A,2324.6868
2019-02-08 08 A,2725.8853
2019-02-08 09 A,2814.591
2019-02-08 10 A,2729.5042
2019-02-08 11 A,2599.3716
2019-02-08 12 A,2431.8027
2019-02-08 13 A,2257.0964
2019-02-08 14 A,2135.3882
2019-02-08 15 A,1956.5051
2019-02-08 16 A,1935.9691
2019-02-08 17 A,1989.662
2019-02-08 18 A,2231.1777
2019-02-08 19 A,2579.966
2019-02-08 20 A,2641.6726
2019-02-08 21 A,2577.0447
2019-02-08 22 A,2493.8953
2019-02-08 23 A,2430.2275
2019-02-08 24 A,2281.335
2019-02-09 01 A,1945.5712
2019-02-09 02 A,1691.1669
2019-02-09 03 A,1613.7815
2019-02-09 04 A,1675.3855
2019-02-09 05 A,1851.8982
2019-02-09 06 A,2006.5712
2019-02-09 07 A,2274.5615
2019-02-09 08 A,2672.9211
2019-02-09 09 A,2763.9358
2019-02-09 10 A,2644.1865
2019-02-09 11 A,2524.2908
2019-02-09 12 A,2360.2239
2019-02-09 13 A,2215.7646
2019-02-09 14 A,2045.747
2019-02-09 15 A,1931.7772
2019-02-09 16 A,1910.0558
2019-02-09 17 A,1962.5427
2019-02-09 18 A,2139.6003
2019-02-09 19 A,2510.7249
2019-02-09 20 A,2554.989
2019-02-09 21 A,2522.1526
2019-02-09 22 A,2427.047
2019-02-09 23 A,2372.3442
2019-02-09 24 A,2197.9426
2019-02-10 01 A,1969.0339
2019-02-10 02 A,1705.5149
2019-02-10 03 A,1664.6246
2019-02-10 04 A,1690.9446
2019-02-10 05 A,1879.9656
2019-02-10 06 A,2037.9979
2019-02-10 07 A,2305.9888
2019-02-10 08 A,2712.0508
2019-02-10 09 A,2810.3533
2019-02-10 10 A,2666.8328
2019-02-10 11 A,2559.9739
2019-02-10 12 A,2386.634
2019-02-10 13 A,2242.1523
2019-02-10 14 A,2090.7131
2019-02-10 15 A,1957.8987
2019-02-10 16 A,1937.3627
2019-02-10 17 A,1991.0553
2019-02-10 18 A,2175.6501
2019-02-10 19 A,2554.6685
2019-02-10 20 A,2616.6208
2019-02-10 21 A,2545.5337
2019-02-10 22 A,2472.7207
2019-02-10 23 A,2389.13
2019-02-10 24 A,2212.1182
2019-02-11 01 A,1967.1809
2019-02-11 02 A,1707.7836
2019-02-11 03 A,1586.5571
2019-02-11 04 A,1620.887
2019-02-11 05 A,1822.2859
2019-02-11 06 A,1940.8529
2019-02-11 07 A,2195.1138
2019-02-11 08 A,2608.7336
2019-02-11 09 A,2706.207
2019-02-11 10 A,2628.609
2019-02-11 11 A,2519.2275
2019-02-11 12 A,2275.029
2019-02-11 13 A,2183.8135
2019-02-11 14 A,2042.0059
2019-02-11 15 A,1916.4285
2019-02-11 16 A,1894.4906
2019-02-11 17 A,1943.5867
2019-02-11 18 A,2098.8997
2019-02-11 19 A,2489.631
2019-02-11 20 A,2531.9038
2019-02-11 21 A,2447.1
2019-02-11 22 A,2376.1453
2019-02-11 23 A,2286.554
2019-02-11 24 A,2111.514
2019-02-12 01 A,1887.2751
2019-02-12 02 A,1668.3221
2019-02-12 03 A,1553.5533
2019-02-12 04 A,1576.3013
2019-02-12 05 A,1724.9543
2019-02-12 06 A,1895.3882
2019-02-12 07 A,2129.4055
2019-02-12 08 A,2519.8662
2019-02-12 09 A,2613.8877
2019-02-12 10 A,2519.0322
2019-02-12 11 A,2434.9775
2019-02-12 12 A,2254.6208
2019-02-12 13 A,2139.2986
2019-02-12 14 A,1999.448
2019-02-12 15 A,1849.4452
2019-02-12 16 A,1827.5073
2019-02-12 17 A,1875.9146
2019-02-12 18 A,2048.5664
2019-02-12 19 A,2439.38
2019-02-12 20 A,2534.1125
2019-02-12 21 A,2429.717
2019-02-12 22 A,2328.9858
2019-02-12 23 A,2237.743
2019-02-12 24 A,2095.226
2019-02-13 01 A,1878.7218
2019-02-13 02 A,1675.435
2019-02-13 03 A,1558.0573
2019-02-13 04 A,1580.3475
2019-02-13 05 A,1724.9543
2019-02-13 06 A,1846.276
2019-02-13 07 A,2080.2935
2019-02-13 08 A,2478.9426
2019-02-13 09 A,2582.5815
2019-02-13 10 A,2530.137
2019-02-13 11 A,2391.7988
2019-02-13 12 A,2204.2158
2019-02-13 13 A,2064.739
2019-02-13 14 A,1923.2654
2019-02-13 15 A,1777.0597
2019-02-13 16 A,1755.1218
2019-02-13 17 A,1801.9148
2019-02-13 18 A,1970.7703
2019-02-13 19 A,2350.235
2019-02-13 20 A,2463.3926
2019-02-13 21 A,2410.7322
2019-02-13 22 A,2329.4448
2019-02-13 23 A,2222.8103
2019-02-13 24 A,2055.7993
2019-02-14 01 A,1807.5167
2019-02-14 02 A,1653.7693
2019-02-14 03 A,1536.3915
2019-02-14 04 A,1558.6818
2019-02-14 05 A,1704.4229
2019-02-14 06 A,1825.7445
2019-02-14 07 A,2059.7622
2019-02-14 08 A,2455.618
2019-02-14 09 A,2559.257
2019-02-14 10 A,2468.394
2019-02-14 11 A,2368.4739
2019-02-14 12 A,2177.2542
2019-02-14 13 A,2034.3711
2019-02-14 14 A,1883.5671
2019-02-14 15 A,1742.0775
2019-02-14 16 A,1720.1396
2019-02-14 17 A,1764.8048
2019-02-14 18 A,1931.0421
2019-02-14 19 A,2317.691
2019-02-14 20 A,2433.6643
2019-02-14 21 A,2352.8914
2019-02-14 22 A,2301.0334
2019-02-14 23 A,2193.6753
2019-02-14 24 A,2027.3867
2019-02-15 01 A,1800.1337
2019-02-15 02 A,1591.931
2019-02-15 03 A,1530.7478
2019-02-15 04 A,1553.4957
2019-02-15 05 A,1687.4012
2019-02-15 06 A,1802.4773
2019-02-15 07 A,2037.4148
2019-02-15 08 A,2397.0854
2019-02-15 09 A,2501.7673
2019-02-15 10 A,2450.5996
2019-02-15 11 A,2337.0242
2019-02-15 12 A,2131.335
2019-02-15 13 A,1980.4578
2019-02-15 14 A,1847.2997
2019-02-15 15 A,1707.634
2019-02-15 16 A,1685.6962
2019-02-15 17 A,1730.3613
2019-02-15 18 A,1877.8717
2019-02-15 19 A,2282.6086
2019-02-15 20 A,2362.8894
2019-02-15 21 A,2314.3054
2019-02-15 22 A,2247.218
2019-02-15 23 A,2173.813
2019-02-15 24 A,1988.2316
2019-02-16 01 A,1786.211
2019-02-16 02 A,1590.9847
2019-02-16 03 A,1480.2622
2019-02-16 04 A,1552.5494
2019-02-16 05 A,1686.9126
2019-02-16 06 A,1800.3967
2019-02-16 07 A,2035.3342
2019-02-16 08 A,2396.1394
2019-02-16 09 A,2499.6501
2019-02-16 10 A,2419.1567
2019-02-16 11 A,2327.3699
2019-02-16 12 A,2138.2932
2019-02-16 13 A,1971.7946
2019-02-16 14 A,1848.1421
2019-02-16 15 A,1686.0099
2019-02-16 16 A,1664.072
2019-02-16 17 A,1708.7372
2019-02-16 18 A,1858.7395
2019-02-16 19 A,2276.476
2019-02-16 20 A,2318.7305
2019-02-16 21 A,2296.0881
2019-02-16 22 A,2232.2358
2019-02-16 23 A,2124.8745
2019-02-16 24 A,1987.2853
2019-02-17 01 A,1761.6726
2019-02-17 02 A,1565.2391
2019-02-17 03 A,1467.4929
2019-02-17 04 A,1489.3096
2019-02-17 05 A,1668.0303
2019-02-17 06 A,1781.2646
2019-02-17 07 A,2016.2021
2019-02-17 08 A,2381.863
2019-02-17 09 A,2484.5535
2019-02-17 10 A,2403.2405
2019-02-17 11 A,2317.356
2019-02-17 12 A,2118.4739
2019-02-17 13 A,1957.9655
2019-02-17 14 A,1833.8994
2019-02-17 15 A,1694.2338
2019-02-17 16 A,1672.2959
2019-02-17 17 A,1716.961
2019-02-17 18 A,1866.5581
2019-02-17 19 A,2264.727
2019-02-17 20 A,2346.2922
2019-02-17 21 A,2283.5942
2019-02-17 22 A,2219.742
2019-02-17 23 A,2112.3806
2019-02-17 24 A,1977.8148
2019-02-18 01 A,1779.1583
2019-02-18 02 A,1570.9557
2019-02-18 03 A,1509.7725
2019-02-18 04 A,1524.9338
2019-02-18 05 A,1659.6055
2019-02-18 06 A,1774.6815
2019-02-18 07 A,2020.5873
2019-02-18 08 A,2409.4958
2019-02-18 09 A,2474.3914
2019-02-18 10 A,2422.404
2019-02-18 11 A,2316.0083
2019-02-18 12 A,2139.5103
2019-02-18 13 A,1982.1519
2019-02-18 14 A,1846.2524
2019-02-18 15 A,1719.2552
2019-02-18 16 A,1697.3174
2019-02-18 17 A,1741.9825
2019-02-18 18 A,1922.1903
2019-02-18 19 A,2323.047
2019-02-18 20 A,2410.211
2019-02-18 21 A,2369.1228
2019-02-18 22 A,2279.8967
2019-02-18 23 A,2158.0657
2019-02-18 24 A,1972.7583
2019-02-19 01 A,1772.466
2019-02-19 02 A,1556.5055
2019-02-19 03 A,1495.3223
2019-02-19 04 A,1510.4836
2019-02-19 05 A,1645.1553
2019-02-19 06 A,1754.7249
2019-02-19 07 A,2007.3699
2019-02-19 08 A,2396.2788
2019-02-19 09 A,2461.1743
2019-02-19 10 A,2409.187
2019-02-19 11 A,2313.0996
2019-02-19 12 A,2118.8977
2019-02-19 13 A,1965.5363
2019-02-19 14 A,1875.5825
2019-02-19 15 A,1705.1155
2019-02-19 16 A,1683.1776
2019-02-19 17 A,1727.8428
2019-02-19 18 A,1911.7871
2019-02-19 19 A,2290.1504
2019-02-19 20 A,2379.5205
2019-02-19 21 A,2338.4324
2019-02-19 22 A,2254.332
2019-02-19 23 A,2138.1978
2019-02-19 24 A,1944.2994
2019-02-20 01 A,1818.3738
2019-02-20 02 A,1600.674
2019-02-20 03 A,1489.4938
2019-02-20 04 A,1511.3104
2019-02-20 05 A,1651.1624
2019-02-20 06 A,1766.9775
2019-02-20 07 A,2008.6543
2019-02-20 08 A,2398.6895
2019-02-20 09 A,2503.0798
2019-02-20 10 A,2449.0723
2019-02-20 11 A,2357.5627
2019-02-20 12 A,2143.9553
2019-02-20 13 A,2014.6622
2019-02-20 14 A,1893.4293
2019-02-20 15 A,1760.8036
2019-02-20 16 A,1738.8657
2019-02-20 17 A,1783.5309
2019-02-20 18 A,1930.3423
2019-02-20 19 A,2335.482
2019-02-20 20 A,2412.652
2019-02-20 21 A,2341.1018
2019-02-20 22 A,2257.892
2019-02-20 23 A,2139.3184
2019-02-20 24 A,1947.1359
2019-02-21 01 A,1819.2635
2019-02-21 02 A,1601.9883
2019-02-21 03 A,1490.8081
2019-02-21 04 A,1512.6248
2019-02-21 05 A,1652.4767
2019-02-21 06 A,1768.2919
2019-02-21 07 A,2009.9686
2019-02-21 08 A,2400.0037
2019-02-21 09 A,2502.1375
2019-02-21 10 A,2451.0786
2019-02-21 11 A,2358.963
2019-02-21 12 A,2136.3552
2019-02-21 13 A,1973.2667
2019-02-21 14 A,1882.228
2019-02-21 15 A,1711.761
2019-02-21 16 A,1689.8231
2019-02-21 17 A,1734.4883
2019-02-21 18 A,1918.4326
2019-02-21 19 A,2293.0317
2019-02-21 20 A,2387.1123
2019-02-21 21 A,2345.0957
2019-02-21 22 A,2259.824
2019-02-21 23 A,2143.6897
2019-02-21 24 A,1949.7913
2019-02-22 01 A,1769.8783
2019-02-22 02 A,1608.7976
2019-02-22 03 A,1491.4198
2019-02-22 04 A,1513.2365
2019-02-22 05 A,1649.0424
2019-02-22 06 A,1768.4459
2019-02-22 07 A,2010.1227
2019-02-22 08 A,2400.158
2019-02-22 09 A,2502.2917
2019-02-22 10 A,2412.8145
2019-02-22 11 A,2318.141
2019-02-22 12 A,2128.407
2019-02-22 13 A,1970.8356
2019-02-22 14 A,1839.7502
2019-02-22 15 A,1711.915
2019-02-22 16 A,1689.9772
2019-02-22 17 A,1734.6423
2019-02-22 18 A,1875.9548
2019-02-22 19 A,2252.5256
2019-02-22 20 A,2364.1775
2019-02-22 21 A,2298.1638
2019-02-22 22 A,2259.9783
2019-02-22 23 A,2143.1204
2019-02-22 24 A,1949.9453
2019-02-23 01 A,1766.7358
2019-02-23 02 A,1604.8306
2019-02-23 03 A,1487.4528
2019-02-23 04 A,1509.2694
2019-02-23 05 A,1645.0753
2019-02-23 06 A,1764.4789
2019-02-23 07 A,2006.1556
2019-02-23 08 A,2396.1914
2019-02-23 09 A,2498.8547
2019-02-23 10 A,2409.3774
2019-02-23 11 A,2314.704
2019-02-23 12 A,2124.97
2019-02-23 13 A,1968.0417
2019-02-23 14 A,1836.9564
2019-02-23 15 A,1699.8253
2019-02-23 16 A,1677.8875
2019-02-23 17 A,1721.9272
2019-02-23 18 A,1872.5356
2019-02-23 19 A,2247.2712
2019-02-23 20 A,2358.2795
2019-02-23 21 A,2294.1016
2019-02-23 22 A,2255.916
2019-02-23 23 A,2139.058
2019-02-23 24 A,1945.8824
2019-02-24 01 A,1764.8894
2019-02-24 02 A,1602.9841
2019-02-24 03 A,1485.6063
2019-02-24 04 A,1507.423
2019-02-24 05 A,1643.2289
2019-02-24 06 A,1762.6324
2019-02-24 07 A,2004.3092
2019-02-24 08 A,2394.3452
2019-02-24 09 A,2497.0085
2019-02-24 10 A,2407.5312
2019-02-24 11 A,2293.436
2019-02-24 12 A,2126.987
2019-02-24 13 A,1953.016
2019-02-24 14 A,1823.9277
2019-02-24 15 A,1698.4867
2019-02-24 16 A,1676.5488
2019-02-24 17 A,1720.1222
2019-02-24 18 A,1859.0405
2019-02-24 19 A,2242.5405
2019-02-24 20 A,2353.041
2019-02-24 21 A,2286.7126
2019-02-24 22 A,2248.3447
2019-02-24 23 A,2124.0505
2019-02-24 24 A,1940.3627
2019-02-25 01 A,1727.8766
2019-02-25 02 A,1525.2384
2019-02-25 03 A,1432.1011
2019-02-25 04 A,1466.894
2019-02-25 05 A,1596.0754
2019-02-25 06 A,1746.256
2019-02-25 07 A,1962.7104
2019-02-25 08 A,2327.8735
2019-02-25 09 A,2429.913
2019-02-25 10 A,2383.1226
2019-02-25 11 A,2215.1626
2019-02-25 12 A,2021.1548
2019-02-25 13 A,1830.4764
2019-02-25 14 A,1730.8092
2019-02-25 15 A,1631.064
2019-02-25 16 A,1607.7999
2019-02-25 17 A,1639.774
2019-02-25 18 A,1770.2736
2019-02-25 19 A,2168.7122
2019-02-25 20 A,2234.7139
2019-02-25 21 A,2159.8716
2019-02-25 22 A,2082.5964
2019-02-25 23 A,2007.3687
2019-02-25 24 A,1855.9811
2019-02-26 01 A,1685.6072
2019-02-26 02 A,1512.482
2019-02-26 03 A,1397.9462
2019-02-26 04 A,1428.0116
2019-02-26 05 A,1568.5851
2019-02-26 06 A,1673.6687
2019-02-26 07 A,1911.0256
2019-02-26 08 A,2277.0896
2019-02-26 09 A,2374.7249
2019-02-26 10 A,2308.187
2019-02-26 11 A,2126.5403
2019-02-26 12 A,1956.467
2019-02-26 13 A,1793.0273
2019-02-26 14 A,1654.969
2019-02-26 15 A,1543.4723
2019-02-26 16 A,1520.2083
2019-02-26 17 A,1544.6433
2019-02-26 18 A,1693.5713
2019-02-26 19 A,2071.2715
2019-02-26 20 A,2188.5713
2019-02-26 21 A,2107.1924
2019-02-26 22 A,2056.5974
2019-02-26 23 A,1953.7336
2019-02-26 24 A,1765.7238
2019-02-27 01 A,1646.411
2019-02-27 02 A,1457.5679
2019-02-27 03 A,1386.6509
2019-02-27 04 A,1411.8376
2019-02-27 05 A,1559.9484
2019-02-27 06 A,1645.4937
2019-02-27 07 A,1882.8506
2019-02-27 08 A,2250.0173
2019-02-27 09 A,2326.0383
2019-02-27 10 A,2268.7231
2019-02-27 11 A,2085.9136
2019-02-27 12 A,1901.4194
2019-02-27 13 A,1726.182
2019-02-27 14 A,1630.8235
2019-02-27 15 A,1531.1198
2019-02-27 16 A,1507.8557
2019-02-27 17 A,1532.3002
2019-02-27 18 A,1659.6049
2019-02-27 19 A,2071.067
2019-02-27 20 A,2144.415
2019-02-27 21 A,2096.1814
2019-02-27 22 A,2020.2052
2019-02-27 23 A,1939.6327
2019-02-27 24 A,1747.0123
2019-02-28 01 A,1636.2085
2019-02-28 02 A,1458.0642
2019-02-28 03 A,1363.0243
2019-02-28 04 A,1412.334
2019-02-28 05 A,1552.9075
2019-02-28 06 A,1645.99
2019-02-28 07 A,1883.3469
2019-02-28 08 A,2250.5137
2019-02-28 09 A,2326.5347
2019-02-28 10 A,2269.2195
2019-02-28 11 A,2087.6875
2019-02-28 12 A,1903.1934
2019-02-28 13 A,1702.3009
2019-02-28 14 A,1639.846
2019-02-28 15 A,1531.1198
2019-02-28 16 A,1507.8557
2019-02-28 17 A,1532.3002
2019-02-28 18 A,1639.4697
2019-02-28 19 A,2016.1759
2019-02-28 20 A,2106.2292
2019-02-28 21 A,2077.333
2019-02-28 22 A,2012.6832
2019-02-28 23 A,1931.901
2019-02-28 24 A,1732.3057
2019-03-01 01 A,1421.9735
2019-03-01 02 A,1242.6937
2019-03-01 03 A,1165.8248
2019-03-01 04 A,1212.8873
2019-03-01 05 A,1336.2606
2019-03-01 06 A,1458.9283
2019-03-01 07 A,1657.0815
2019-03-01 08 A,2002.5046
2019-03-01 09 A,2050.1687
2019-03-01 10 A,1970.7303
2019-03-01 11 A,1824.7021
2019-03-01 12 A,1684.8175
2019-03-01 13 A,1614.6797
2019-03-01 14 A,1626.7572
2019-03-01 15 A,1439.1938
2019-03-01 16 A,1417.9957
2019-03-01 17 A,1447.506
2019-03-01 18 A,1614.0421
2019-03-01 19 A,1918.2327
2019-03-01 20 A,1961.8785
2019-03-01 21 A,1910.0848
2019-03-01 22 A,1873.8038
2019-03-01 23 A,1716.0046
2019-03-01 24 A,1570.1198
2019-03-02 01 A,1409.388
2019-03-02 02 A,1246.3191
2019-03-02 03 A,1124.022
2019-03-02 04 A,1184.9421
2019-03-02 05 A,1353.9667
2019-03-02 06 A,1498.6682
2019-03-02 07 A,1732.5781
2019-03-02 08 A,2101.9978
2019-03-02 09 A,2135.533
2019-03-02 10 A,2059.1235
2019-03-02 11 A,1868.5104
2019-03-02 12 A,1734.0988
2019-03-02 13 A,1636.2308
2019-03-02 14 A,1552.8497
2019-03-02 15 A,1404.4645
2019-03-02 16 A,1382.7406
2019-03-02 17 A,1408.5122
2019-03-02 18 A,1578.7417
2019-03-02 19 A,1895.9272
2019-03-02 20 A,1971.356
2019-03-02 21 A,1954.7621
2019-03-02 22 A,1905.7181
2019-03-02 23 A,1786.795
2019-03-02 24 A,1615.9973
2019-03-03 01 A,1434.172
2019-03-03 02 A,1266.2827
2019-03-03 03 A,1146.9918
2019-03-03 04 A,1207.912
2019-03-03 05 A,1376.9365
2019-03-03 06 A,1523.4523
2019-03-03 07 A,1752.2894
2019-03-03 08 A,2122.135
2019-03-03 09 A,2158.9197
2019-03-03 10 A,2082.5103
2019-03-03 11 A,1885.317
2019-03-03 12 A,1736.9174
2019-03-03 13 A,1639.0494
2019-03-03 14 A,1555.6683
2019-03-03 15 A,1406.5447
2019-03-03 16 A,1384.8208
2019-03-03 17 A,1410.5924
2019-03-03 18 A,1581.5603
2019-03-03 19 A,1898.7458
2019-03-03 20 A,1979.7062
2019-03-03 21 A,1950.0219
2019-03-03 22 A,1915.87
2019-03-03 23 A,1799.4211
2019-03-03 24 A,1628.6234
2019-03-04 01 A,1545.6036
2019-03-04 02 A,1332.245
2019-03-04 03 A,1269.0258
2019-03-04 04 A,1302.8239
2019-03-04 05 A,1454.1818
2019-03-04 06 A,1594.2185
2019-03-04 07 A,1827.2361
2019-03-04 08 A,2212.64
2019-03-04 09 A,2240.8284
2019-03-04 10 A,2176.7144
2019-03-04 11 A,1966.7854
2019-03-04 12 A,1802.8373
2019-03-04 13 A,1693.3228
2019-03-04 14 A,1594.7056
2019-03-04 15 A,1512.8877
2019-03-04 16 A,1491.6896
2019-03-04 17 A,1529.0637
2019-03-04 18 A,1636.337
2019-03-04 19 A,1948.6965
2019-03-04 20 A,2053.0676
2019-03-04 21 A,1999.9674
2019-03-04 22 A,1971.7062
2019-03-04 23 A,1863.0619
2019-03-04 24 A,1695.1792
2019-03-05 01 A,1543.3436
2019-03-05 02 A,1329.985
2019-03-05 03 A,1266.7657
2019-03-05 04 A,1300.1132
2019-03-05 05 A,1451.4711
2019-03-05 06 A,1591.5078
2019-03-05 07 A,1823.0045
2019-03-05 08 A,2208.859
2019-03-05 09 A,2238.149
2019-03-05 10 A,2172.2795
2019-03-05 11 A,1958.3228
2019-03-05 12 A,1796.1299
2019-03-05 13 A,1685.2875
2019-03-05 14 A,1586.6703
2019-03-05 15 A,1504.8524
2019-03-05 16 A,1483.6543
2019-03-05 17 A,1521.0284
2019-03-05 18 A,1628.3018
2019-03-05 19 A,1941.9891
2019-03-05 20 A,2047.0083
2019-03-05 21 A,2016.457
2019-03-05 22 A,1965.0681
2019-03-05 23 A,1855.2532
2019-03-05 24 A,1687.3705
2019-03-06 01 A,1530.033
2019-03-06 02 A,1321.0133
2019-03-06 03 A,1257.7941
2019-03-06 04 A,1290.0109
2019-03-06 05 A,1441.3688
2019-03-06 06 A,1577.0665
2019-03-06 07 A,1810.4144
2019-03-06 08 A,2194.38
2019-03-06 09 A,2223.67
2019-03-06 10 A,2157.4473
2019-03-06 11 A,1941.0243
2019-03-06 12 A,1778.8314
2019-03-06 13 A,1667.989
2019-03-06 14 A,1566.2074
2019-03-06 15 A,1484.3895
2019-03-06 16 A,1463.1914
2019-03-06 17 A,1500.5656
2019-03-06 18 A,1607.8389
2019-03-06 19 A,1961.8704
2019-03-06 20 A,2029.7098
2019-03-06 21 A,1974.8602
2019-03-06 22 A,1946.599
2019-03-06 23 A,1827.3932
2019-03-06 24 A,1657.3832
2019-03-07 01 A,1523.6476
2019-03-07 02 A,1338.7435
2019-03-07 03 A,1213.4973
2019-03-07 04 A,1272.0834
2019-03-07 05 A,1428.9379
2019-03-07 06 A,1549.0231
2019-03-07 07 A,1783.5913
2019-03-07 08 A,2167.6736
2019-03-07 09 A,2201.453
2019-03-07 10 A,2120.8225
2019-03-07 11 A,1914.5078
2019-03-07 12 A,1759.1715
2019-03-07 13 A,1676.1682
2019-03-07 14 A,1566.5221
2019-03-07 15 A,1462.1292
2019-03-07 16 A,1440.931
2019-03-07 17 A,1478.3052
2019-03-07 18 A,1659.8481
2019-03-07 19 A,1962.185
2019-03-07 20 A,2030.0245
2019-03-07 21 A,2004.3088
2019-03-07 22 A,1946.4233
2019-03-07 23 A,1884.5461
2019-03-07 24 A,1712.6571
2019-03-08 01 A,1450.9974
2019-03-08 02 A,1247.94
2019-03-08 03 A,1178.18
2019-03-08 04 A,1263.3162
2019-03-08 05 A,1420.1707
2019-03-08 06 A,1540.2559
2019-03-08 07 A,1774.8241
2019-03-08 08 A,2158.906
2019-03-08 09 A,2192.6853
2019-03-08 10 A,2082.1755
2019-03-08 11 A,1898.7656
2019-03-08 12 A,1733.8475
2019-03-08 13 A,1601.1854
2019-03-08 14 A,1514.0446
2019-03-08 15 A,1416.3416
2019-03-08 16 A,1395.9336
2019-03-08 17 A,1421.3657
2019-03-08 18 A,1562.6927
2019-03-08 19 A,1876.741
2019-03-08 20 A,1946.8989
2019-03-08 21 A,1944.97
2019-03-08 22 A,1883.1866
2019-03-08 23 A,1788.0975
2019-03-08 24 A,1624.715
2019-03-09 01 A,1399.4633
2019-03-09 02 A,1227.6532
2019-03-09 03 A,1126.7936
2019-03-09 04 A,1199.3198
2019-03-09 05 A,1351.4331
2019-03-09 06 A,1530.6742
2019-03-09 07 A,1755.1611
2019-03-09 08 A,2139.243
2019-03-09 09 A,2170.742
2019-03-09 10 A,1993.1365
2019-03-09 11 A,1834.9149
2019-03-09 12 A,1703.6333
2019-03-09 13 A,1593.3276
2019-03-09 14 A,1515.4601
2019-03-09 15 A,1370.9623
2019-03-09 16 A,1349.2384
2019-03-09 17 A,1373.1434
2019-03-09 18 A,1540.7861
2019-03-09 19 A,1868.8109
2019-03-09 20 A,1953.0886
2019-03-09 21 A,1901.4423
2019-03-09 22 A,1873.0884
2019-03-09 23 A,1756.3124
2019-03-09 24 A,1607.1478
2019-03-10 01 A,1448.3542
2019-03-10 02 A,1228.6707
2019-03-10 03 A,1152.32
2019-03-10 04 A,1200.0167
2019-03-10 05 A,1409.8142
2019-03-10 06 A,1530.6653
2019-03-10 07 A,1757.2397
2019-03-10 08 A,2141.3218
2019-03-10 09 A,2172.8208
2019-03-10 10 A,2055.7021
2019-03-10 11 A,1846.7312
2019-03-10 12 A,1705.39
2019-03-10 13 A,1602.2574
2019-03-10 14 A,1515.1166
2019-03-10 15 A,1368.4885
2019-03-10 16 A,1346.7646
2019-03-10 17 A,1372.7999
2019-03-10 18 A,1541.2722
2019-03-10 19 A,1868.4674
2019-03-10 20 A,1954.8453
2019-03-10 21 A,1912.3073
2019-03-10 22 A,1883.2957
2019-03-10 23 A,1791.4329
2019-03-10 24 A,1618.4102
2019-03-11 01 A,1522.029
2019-03-11 02 A,1324.5885
2019-03-11 03 A,1258.5806
2019-03-11 04 A,1291.112
2019-03-11 05 A,1439.372
2019-03-11 06 A,1580.7762
2019-03-11 07 A,1815.0387
